,CommName,SpeciesCatName,SciName,CommGroup
275296,Spot-tail shark,"Sharks, rays, chimaeras",Carcharhinus sorrah,
275422,Tigertooth croaker,Miscellaneous coastal fishes,Otolithes ruber,
276509,Boarfish,Miscellaneous demersal fishes,Capros aper,
278045,Pipi wedge clam,"Clams, cockles, arkshells",Paphies australis,
281233,Brushtooth lizardfish,Miscellaneous coastal fishes,Saurida undosquamis,
281511,Ruff,Miscellaneous coastal fishes,Arripis georgianus,
282001,Sand flounders nei,"Flounders, halibuts, soles",Rhombosolea spp,
282240,Sawsharks nei,"Sharks, rays, chimaeras",Pristiophorus spp,
287198,Turbots nei,"Flounders, halibuts, soles",Scophthalmidae,
287627,Alaska plaice,"Flounders, halibuts, soles",Pleuronectes quadrituberculat.,
288240,Bastard halibut,"Flounders, halibuts, soles",Paralichthys olivaceus,
289549,Deep-sea smelt,Miscellaneous demersal fishes,Glossanodon semifasciatus,
289994,Dotted gizzard shad,Shads,Konosirus punctatus,
290391,Flathead sole,"Flounders, halibuts, soles",Hippoglossoides elassodon,
290529,Giant abalone,"Abalones, winkles, conchs",Haliotis gigantea,
291214,Half-crenated ark,"Clams, cockles, arkshells",Scapharca subcrenata,
291271,Horned turban,"Abalones, winkles, conchs",Turbo cornutus,
291334,Imperial surf clam,"Clams, cockles, arkshells",Pseudocardium sybillae,
291391,Southern rock lobster,"Lobsters, spiny-rock lobsters",Jasus novaehollandiae,
291700,Japanese sandfish,Miscellaneous demersal fishes,Arctoscopus japonicus,
291763,Spiky oreo,Miscellaneous demersal fishes,Neocyttus rhomboidalis,
291821,Japanese sea cucumber,Sea-urchins and other echinoderms,Stichopus japonicus,
291884,Japanese seabass,Miscellaneous coastal fishes,Lateolabrax japonicus,
292828,Neon flying squid,"Squids, cuttlefishes, octopuses",Ommastrephes bartrami,
294556,Red snow crab,"Crabs, sea-spiders",Chionoecetes japonicus,
296065,Trumpeters nei,Miscellaneous demersal fishes,Latridae,
296339,Unicorn icefish,Miscellaneous demersal fishes,Channichthys rhinoceratus,
296497,Tarakihi,Miscellaneous demersal fishes,Nemadactylus macropterus,
297297,Whip stingray,"Sharks, rays, chimaeras",Dasyatis akajei,
297517,Yellowfin sole,"Flounders, halibuts, soles",Limanda aspera,
300343,Anglerfishes nei,Miscellaneous demersal fishes,Lophiidae,
301386,Cockles nei,"Clams, cockles, arkshells",Cardiidae,
303778,Honnibe croaker,Miscellaneous coastal fishes,Nibea mitsukurii,
304880,Korean mussel,Mussels,Mytilus coruscus,
304943,Korean sandlance,Miscellaneous coastal fishes,Hypoptychus dybowskii,
310068,Threadsail filefish,Miscellaneous coastal fishes,Stephanolepis cirrhifer,
311227,Whitespotted conger,Miscellaneous demersal fishes,Conger myriaster,
311353,Yellow striped flounder,"Flounders, halibuts, soles",Pseudopleuronectes herzenst.,
320475,Diadromous clupeoids nei,Shads,Clupeoidei,
326502,Bluntnose sixgill shark,"Sharks, rays, chimaeras",Hexanchus griseus,
326943,Dogfishes nei,"Sharks, rays, chimaeras",Squalus spp,
327069,European squid,"Squids, cuttlefishes, octopuses",Loligo vulgaris,
331163,Spiny lobsters nei,"Lobsters, spiny-rock lobsters",Palinuridae,
333167,Bobo mullet,Miscellaneous coastal fishes,Joturus pichardi,
335435,Northern red snapper,Miscellaneous coastal fishes,Lutjanus campechanus,
335644,Pacific calico scallop,"Scallops, pectens",Argopecten ventricosus,
337135,Totoaba,Miscellaneous coastal fishes,Totoaba macdonaldi,
338416,Citharids nei,"Flounders, halibuts, soles",Citharidae,
339046,Dogtooth grouper,Miscellaneous coastal fishes,Epinephelus caninus,
343414,Weevers nei,Miscellaneous coastal fishes,Trachinus spp,
345736,Steenbrasses nei,Miscellaneous coastal fishes,Lithognathus spp,
348272,Red starfish,Sea-urchins and other echinoderms,Asterias rubens,
348427,Tiger shark,"Sharks, rays, chimaeras",Galeocerdo cuvier,
349618,Antarctic starry skate,"Sharks, rays, chimaeras",Raja georgiana,
349831,Banded yellowfish,Miscellaneous demersal fishes,Centriscops humerosus,
349894,Basketwork eel,Miscellaneous demersal fishes,Diastobranchus capensis,
350206,Broadnose sevengill shark,"Sharks, rays, chimaeras",Notorynchus cepedianus,
350332,"Chimaeras, etc. nei","Sharks, rays, chimaeras",Chimaeriformes,
350580,Common warehou,Miscellaneous demersal fishes,Seriolella brama,
350706,Copper shark,"Sharks, rays, chimaeras",Carcharhinus brachyurus,
350769,Crocodile icefishes nei,Miscellaneous demersal fishes,Channichthyidae,
350832,Dark ghost shark,"Sharks, rays, chimaeras",Hydrolagus novaezealandiae,
350895,Delicate scallop,"Scallops, pectens",Zygochlamys delicatula,
351021,Dories nei,Miscellaneous demersal fishes,Zeidae,
351084,Draughtsboard shark,"Sharks, rays, chimaeras",Cephaloscyllium isabellum,
351147,Eagle rays nei,"Sharks, rays, chimaeras",Myliobatidae,
351462,Frostfishes,Miscellaneous demersal fishes,Benthodesmus spp,
351650,Giant boarfish,Miscellaneous demersal fishes,Paristiopterus labiosus,
351902,King dory,Miscellaneous demersal fishes,Cyttus traversi,
352154,Longspine burrfish,Miscellaneous coastal fishes,Tragulichthys jaculiferus,
352595,New Zealand blue cod,Miscellaneous coastal fishes,Parapercis colias,
352658,New Zealand dredge oyster,Oysters,Ostrea lutaria,
352721,New Zealand rough skate,"Sharks, rays, chimaeras",Zearaja nasuta,
352784,New Zealand scallop,"Scallops, pectens",Pecten novaezelandiae,
352847,New Zealand smooth skate,"Sharks, rays, chimaeras",Dipturus innominatus,
353036,Orange perch,Miscellaneous coastal fishes,Lepidoperca pulchella,
353808,Redfish,Miscellaneous demersal fishes,Centroberyx affinis,
353871,Rubyfish,Miscellaneous demersal fishes,Plagiogeneion rubiginosum,
354060,Scaly gurnard,Miscellaneous demersal fishes,Lepidotrigla brachyoptera,
354563,Silver warehou,Miscellaneous demersal fishes,Seriolella punctata,
354815,Southern lemon sole,"Flounders, halibuts, soles",Pelotretis flavilatus,
354939,Spotted estuary smooth-hound,"Sharks, rays, chimaeras",Mustelus lenticulatus,
355064,Spotted gurnard,Miscellaneous demersal fishes,Pterygotrigla picta,
355190,Stutchbury's venus,"Clams, cockles, arkshells",Chione stutchburyi,
355505,Velvet leatherjacket,Miscellaneous coastal fishes,Parika scaber,
355631,White warehou,Miscellaneous demersal fishes,Seriolella caerulea,
356198,Harbour spidercrab,"Crabs, sea-spiders",Mithrax armatus,
360802,Goldsinny-wrasse,Miscellaneous coastal fishes,Ctenolabrus rupestris,
361311,Northern wolffish,Miscellaneous demersal fishes,Anarhichas denticulatus,
361868,Alaska plaice Bering Sea and Aleutian Islands,"Flounders, halibuts, soles",Pleuronectes quadrituberculatus,
361909,Arrowtooth flounder Bering Sea and Aleutian Islands,"Flounders, halibuts, soles",Reinhardtius stomias,
361952,Arrowtooth flounder Gulf of Alaska,"Flounders, halibuts, soles",Atheresthes stomias,
362007,Atka mackerel Bering Sea and Aleutian Islands,Miscellaneous coastal fishes,Pleurogrammus monopterygius,
362044,Blue king crab Pribilof Islands,"King crabs, squat-lobsters",Paralithodes platypus,
362083,Blue king crab Saint Matthews Island,"King crabs, squat-lobsters",Paralithodes platypus,
362118,Dover sole Gulf of Alaska,"Flounders, halibuts, soles",Microstomus pacificus,
362153,Dusky rockfish Gulf of Alaska,Miscellaneous demersal fishes,Sebastes variabilis,
362193,Flathead sole Bering Sea and Aleutian Islands,"Flounders, halibuts, soles",Hippoglossoides elassodon,
362232,Flathead sole Gulf of Alaska,"Flounders, halibuts, soles",Hippoglossoides elassodon,
362267,Greenland turbot Bering Sea and Aleutian Islands,"Flounders, halibuts, soles",Reinhardtius hippoglossoides,
362320,Northern rockfish Bering Sea and Aleutian Islands,Miscellaneous demersal fishes,Sebastes polyspinis,
362359,Northern rockfish Gulf of Alaska,Miscellaneous demersal fishes,Sebastes polyspinis,
362413,Northern rock sole Eastern Bering Sea and Aleutian Islands,"Flounders, halibuts, soles",Lepidopsetta polyxystra,
362537,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,Miscellaneous demersal fishes,Sebastes alutus,
362590,Pacific ocean perch Gulf of Alaska,Miscellaneous demersal fishes,Sebastes alutus,
362644,Rex sole Gulf of Alaska,"Flounders, halibuts, soles",Glyptocephalus zachirus,
362678,Rougheye rockfish Bering Sea and Aleutian Islands,Miscellaneous demersal fishes,Sebastes aleutianus,
362717,Rougheye rockfish Gulf of Alaska,Miscellaneous demersal fishes,Sebastes aleutianus,
362756,Red king crab Bristol Bay,"King crabs, squat-lobsters",Paralithodes camtschaticus,
362809,Red king crab Pribilof Islands,"King crabs, squat-lobsters",Paralithodes camtschaticus,
362842,Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,Miscellaneous demersal fishes,Anoplopoma fimbria,
362897,Snow crab Bering Sea,"Crabs, sea-spiders",Chionoecetes opilio,
362932,Tanner crab Bering Sea and Aleutian Islands,"Crabs, sea-spiders",Chionoecetes bairdi,
363125,Yellowfin sole Bering Sea and Aleutian Islands,"Flounders, halibuts, soles",Limanda aspera,
363251,Greenland halibut Northeast Arctic,"Flounders, halibuts, soles",Reinhardtius hippoglossoides,
363304,Golden Redfish Northeast Arctic,Miscellaneous demersal fishes,Sebastes norvegicus,
363453,Atlantic croaker Mid-Atlantic Coast,Miscellaneous coastal fishes,Micropogonias undulatus,
363493,American lobster Georges Bank,"Lobsters, spiny-rock lobsters",Homarus americanus,
363525,American lobster Gulf of Maine,"Lobsters, spiny-rock lobsters",Homarus americanus,
363557,American lobster Southern New England,"Lobsters, spiny-rock lobsters",Homarus americanus,
363589,Northern shrimp Gulf of Maine,"Shrimps, prawns",Pandalus borealis,
363642,Blue Crab Chesapeake Bay,"Crabs, sea-spiders",Callinectes sapidus,
363686,Antarctic toothfish Ross Sea,Miscellaneous demersal fishes,Dissostichus mawsoni,
363704,Southern bluefin tuna Southern Oceans,"Tunas, bonitos, billfishes",Thunnus maccoyii,
363797,Bight redfish Southeast Australia,Miscellaneous demersal fishes,Centroberyx gerrardi,
363852,Deepwater flathead Southeast Australia,Miscellaneous coastal fishes,Platycephalus conatus,
363887,common gemfish Southeast Australia,Miscellaneous demersal fishes,Rexea solandri,
363934,Jackass morwong Southeast Australia,Miscellaneous demersal fishes,Nemadactylus macropterus,
363997,New Zealand ling Eastern half of Southeast Australia,Miscellaneous demersal fishes,Genypterus blacodes,
364042,New Zealand ling Western half of Southeast Australia,Miscellaneous demersal fishes,Genypterus blacodes,
364087,Orange roughy Cascade Plateau,Miscellaneous demersal fishes,Hoplostethus atlanticus,
364113,Orange roughy Southeast Australia,Miscellaneous demersal fishes,Hoplostethus atlanticus,
364148,Patagonian toothfish Macquarie Island,Miscellaneous demersal fishes,Dissostichus eleginoides,
364186,Silverfish Southeast Australia,Miscellaneous demersal fishes,Seriolella punctata,
364221,School whiting Southeast Australia,Miscellaneous coastal fishes,Sillago flindersi,
364284,Tiger flathead Southeast Australia,Miscellaneous coastal fishes,Neoplatycephalus richardsoni,
364347,Blue Warehou Eastern half of Southeast Australia,Miscellaneous demersal fishes,Seriolella brama,
364376,Blue Warehou Western half of Southeast Australia,Miscellaneous demersal fishes,Seriolella brama,
364405,Canary rockfish West Coast of Vancouver Island and Straight of Georgia and Queen Charlotte Islands,Miscellaneous demersal fishes,Sebastes pinniger,
364743,Monkfish Labrador Shelf - Grand Banks - St. Pierre Bank,Miscellaneous demersal fishes,Lophius americanus,
364779,Sea scallop Georges Bank,"Scallops, pectens",Placopecten magellanicus,
364814,Snow Crab Division 2J,"Crabs, sea-spiders",Chionoecetes opilio,
364832,Snow Crab Division 3K,"Crabs, sea-spiders",Chionoecetes opilio,
364850,Snow Crab Division 3NO,"Crabs, sea-spiders",Chionoecetes opilio,
364868,Snow Crab Division 3Ps,"Crabs, sea-spiders",Chionoecetes opilio,
364886,English sole Hecate Strait,"Flounders, halibuts, soles",Parophrys vetulus,
365311,Rock sole Hecate Strait,"Flounders, halibuts, soles",Lepidopsetta bilineata,
365374,Sablefish Pacific Coast of Canada,Miscellaneous demersal fishes,Anoplopoma fimbria,
365588,Snow crab Southern Gulf of St. Lawrence,"Crabs, sea-spiders",Chionoecetes opilio,
365617,Sea Mullet Queensland and New South Wales,Miscellaneous coastal fishes,Mugil cephalus,
365731,Blue mackerel East China Sea,Miscellaneous pelagic fishes,Scomber australasicus,
365752,Blue mackerel Pacific Coast of Japan,Miscellaneous pelagic fishes,Scomber australacius,
365770,Yellow sea bream Sea of Japan,Miscellaneous coastal fishes,Dentex tumifrons,
365803,Chub mackerel Pacific Coast of Japan,Miscellaneous pelagic fishes,Scomber japonicus,
365846,Chub mackerel Tsushima Strait,Miscellaneous pelagic fishes,Scomber japonicus,
366016,Jack mackerel Pacific Coast of Japan,Miscellaneous pelagic fishes,Trachurus japonicus,
366047,Japanese jack mackerel Tsushima Strait,Miscellaneous pelagic fishes,Trachurus japonicus,
366087,Olive flounder Pacific Ocean,"Flounders, halibuts, soles",Paralichthys olivaceus,
366110,flounder Inland Sea of Japan,"Flounders, halibuts, soles",Paralichthys olivaceus,
366136,Red seabream East China Sea,Miscellaneous coastal fishes,Pagrus major,
366180,Red seabream Inland Sea of Japan (East),Miscellaneous coastal fishes,Pagrus major,
366216,Red seabream Inland Sea of Japan (West),Miscellaneous coastal fishes,Pagrus major,
366289,Japanese Spanish mackerel Inland Sea of Japan,"Tunas, bonitos, billfishes",Scomberomorus niphonius,
366338,Cunene Horse Mackerel West Africa,Miscellaneous pelagic fishes,Trachurus trecae,
366361,Chub Mackerel West Africa,Miscellaneous pelagic fishes,Scomber japonicus,
366384,Horse Mackerel West Africa,Miscellaneous pelagic fishes,Trachurus trachurus,
366526,Deep-water Rose Shrimp Northern Spain,"Shrimps, prawns",Parapenaeus longirostris,
366836,Bigeye tuna Eastern Pacific,"Tunas, bonitos, billfishes",Thunnus obesus,
366874,Striped marlin Northeast Pacific,"Tunas, bonitos, billfishes",Kajikia audax,
366933,Swordfish Eastern Pacific,"Tunas, bonitos, billfishes",Xiphias gladius,
366996,Yellowfin tuna Eastern Pacific,"Tunas, bonitos, billfishes",Thunnus albacares,
367034,Albacore tuna Mediterranean,"Tunas, bonitos, billfishes",Thunnus alalunga,
367091,Albacore tuna North Atlantic,"Tunas, bonitos, billfishes",Thunnus alalunga,
367154,Albacore tuna South Atlantic,"Tunas, bonitos, billfishes",Thunnus alalunga,
367211,Bluefin tuna Eastern Atlantic,"Tunas, bonitos, billfishes",Thunnus thynnus,
367274,Bluefin tuna Western Atlantic,"Tunas, bonitos, billfishes",Thunnus thynnus,
367337,Bigeye tuna Atlantic,"Tunas, bonitos, billfishes",Thunnus obesus,
367400,Blue marlin Atlantic,"Tunas, bonitos, billfishes",Makaira nigricans,
367457,Sailfish Eastern Atlantic,"Tunas, bonitos, billfishes",Istiophorus albicans,
367514,Sailfish Western Atlantic,"Tunas, bonitos, billfishes",Istiophorus albicans,
367571,Skipjack tuna Eastern Atlantic,"Tunas, bonitos, billfishes",Katsuwonus pelamis,
367634,Skipjack tuna Western Atlantic,"Tunas, bonitos, billfishes",Katsuwonus pelamis,
367695,Swordfish Mediterranean Sea,"Tunas, bonitos, billfishes",Xiphias gladius,
367758,Swordfish North Atlantic,"Tunas, bonitos, billfishes",Xiphias gladius,
367821,Swordfish South Atlantic,"Tunas, bonitos, billfishes",Xiphias gladius,
367884,White marlin Atlantic,"Tunas, bonitos, billfishes",Tetrapturus albidus,
367941,Yellowfin tuna Atlantic,"Tunas, bonitos, billfishes",Thunnus albacares,
368004,Norway Lobster Balearic Island,"Lobsters, spiny-rock lobsters",Nephrops norvegicus,
368031,Red Shrimp Northern Spain,"Shrimps, prawns",Aristeus antennatus,
368048,Alfonsino Chile,Miscellaneous demersal fishes,Beryx splendens,
368063,Blue Squat Lobster Chilean,"King crabs, squat-lobsters",Cervimunida Johni,
368184,Horse Mackerel Chile,Miscellaneous pelagic fishes,Trachurus trachurus,
368227,Nylon Shrimp Chile,"Shrimps, prawns",Heterocarpus reedi,
368437,Pink Cusk-eel Chile,Miscellaneous demersal fishes,Genypterus blacodes,
368472,Patagonian Toothfish Chile,Miscellaneous demersal fishes,Dissostichus eleginoides,
368496,Deepwater Cardinalfish Chile,Miscellaneous demersal fishes,Epigonus crassicaudus,
368601,Yellownose Skate Chile,"Sharks, rays, chimaeras",Zearaja chilensis,
368882,Albacore tuna Indian Ocean,"Tunas, bonitos, billfishes",Thunnus alalunga,
368945,Bigeye tuna Indian Ocean,"Tunas, bonitos, billfishes",Thunnus obesus,
369008,Skipjack tuna Indian Ocean,"Tunas, bonitos, billfishes",Katsuwonus pelamis,
369071,Swordfish Indian Ocean,"Tunas, bonitos, billfishes",Xiphias gladius,
369134,Yellowfin tuna Indian Ocean,"Tunas, bonitos, billfishes",Thunnus albacares,
369175,Pacific halibut North Pacific,"Flounders, halibuts, soles",Hippoglossus stenolepis,
369239,Albacore tuna North Pacific,"Tunas, bonitos, billfishes",Thunnus alalunga,
369300,Blue marlin Pacific Ocean,"Tunas, bonitos, billfishes",Makaira nigricans,
369361,Pacific bluefin tuna Pacific Ocean,"Tunas, bonitos, billfishes",Thunnus orientalis,
369422,Striped marlin Western and Central North Pacific,"Tunas, bonitos, billfishes",Kajikia audax,
369484,Swordfish North Pacific,"Tunas, bonitos, billfishes",Xiphias gladius,
369609,Cape horse mackerel South Africa South coast,Miscellaneous pelagic fishes,Trachurus capensis,
369736,Patagonian toothfish South Africa Subantarctic Prince Edward Islands,Miscellaneous demersal fishes,Dissostichus eleginoides,
369790,American Plaice NAFO-3LNO,"Flounders, halibuts, soles",Hippoglossoides platessoides,
369848,American Plaice NAFO-3M,"Flounders, halibuts, soles",Hippoglossoides platessoides,
370014,Greenland halibut NAFO 23KLMNO,"Flounders, halibuts, soles",Reinhardtius hippoglossoides,
370067,Redfish species NAFO 3LN,Miscellaneous demersal fishes,Sebastes spp,
370121,Redfish species NAFO 3M,Miscellaneous demersal fishes,Sebastes spp,
370149,Yellowtail Flounder NAFO 3LNO,"Flounders, halibuts, soles",Limanda ferruginea,
370202,Acadian redfish Gulf of Maine / Georges Bank,Miscellaneous demersal fishes,Sebastes fasciatus,
370265,American Plaice NAFO-5YZ,"Flounders, halibuts, soles",Hippoglossoides platessoides,
370318,Atlantic Halibut NAFO-5YZ,"Flounders, halibuts, soles",Hippoglossus hippoglossus,
370381,Bluefish Atlantic Coast,Miscellaneous pelagic fishes,Pomatomus saltatrix,
370413,Black sea bass Mid-Atlantic Coast,Miscellaneous coastal fishes,Centropristis striata,
370458,Atlantic butterfish Gulf of Maine / Cape Hatteras,Miscellaneous pelagic fishes,Peprilus triacanthus,
370740,Monkfish Gulf of Maine / Northern Georges Bank,Miscellaneous demersal fishes,Lophius americanus,
370773,Monkfish Southern Georges Bank / Mid-Atlantic,Miscellaneous demersal fishes,Lophius americanus,
370859,Sea scallop Georges Bank and Mid-Atlantic Bight,"Scallops, pectens",Placopecten magellanicus,
370909,Scup Atlantic Coast,Miscellaneous coastal fishes,Stenotomus chrysops,
370962,Spiny dogfish Atlantic Coast,"Sharks, rays, chimaeras",Squalus acanthias,
371013,Summer flounder Mid-Atlantic Coast,"Flounders, halibuts, soles",Paralichthys dentatus,
371076,Atlantic surfclam Mid-Atlantic Coast,"Clams, cockles, arkshells",Spisula solidissima,
371124,Tilefish Mid-Atlantic Coast,Miscellaneous demersal fishes,Lopholatilus chamaeleonticeps,
371187,Weakfish Atlantic Coast,Miscellaneous coastal fishes,Cynoscion regalis,
371269,Windowpane flounder - Gulf of Maine / Georges Bank,"Flounders, halibuts, soles",Scophthalmus aquosus,
371307,Windowpane Southern New England-Mid Atlantic,"Flounders, halibuts, soles",Scophthalmus aquosus,
371345,Winter Flounder NAFO-5Z,"Flounders, halibuts, soles",Pseudopleuronectes americanus,
371394,Winter Flounder Southern New England-Mid Atlantic,"Flounders, halibuts, soles",Pseudopleuronectes americanus,
371427,Witch Flounder NAFO-5Y,"Flounders, halibuts, soles",Glyptocephalus cynoglossus,
371458,Yellowtail flounder Cape Cod / Gulf of Maine,"Flounders, halibuts, soles",Limanda ferruginea,
371521,Yellowtail flounder Georges Bank,"Flounders, halibuts, soles",Limanda ferruginea,
371584,Yellowtail Flounder Southern New England-Mid Atlantic,"Flounders, halibuts, soles",Limanda ferruginea,
371647,Australian salmon New Zealand,Miscellaneous coastal fishes,Arripis trutta,
371685,Black cardinalfish East coast of North Island,Miscellaneous demersal fishes,Epigonus telescopus,
371748,Black Oreo Pukaki Rise,Miscellaneous demersal fishes,Allocyttus niger,
371787,Giant stargazer NZ Area STA7,Miscellaneous demersal fishes,Kathetostoma giganteum,
371922,New Zealand ling New Zealand Areas LIN 3 and 4,Miscellaneous demersal fishes,Genypterus blacodes,
371967,New Zealand ling New Zealand Areas LIN 5 and 6,Miscellaneous demersal fishes,Genypterus blacodes,
372012,Orange Roughy Chatham Rise,Miscellaneous demersal fishes,Hoplostethus atlanticus,
372046,Orange roughy New Zealand Mid East Coast,Miscellaneous demersal fishes,Hoplostethus atlanticus,
372109,Black Foot Paua NZ North PAUA5A,"Abalones, winkles, conchs",Haliotis iris,
372157,New Zealand abalone species New Zealand Area PAU 7,"Abalones, winkles, conchs",Haliotis iris,
372205,Black Foot Paua NZ South PAUA5A,"Abalones, winkles, conchs",Haliotis iris,
372253,Scampi Bay of Plenty,"Lobsters, spiny-rock lobsters",Metanephrops challengeri,
372281,Scampi Wairapa/Hawke Bay,"Lobsters, spiny-rock lobsters",Metanephrops challengeri,
372309,Smooth Oreo Bounty Plateau,Miscellaneous demersal fishes,Pseudocyttus maculatus,
372339,Smooth oreo Chatham Rise,Miscellaneous demersal fishes,Pseudocyttus maculatus,
372374,Smooth Oreo East Pukaki Rise,Miscellaneous demersal fishes,Pseudocyttus maculatus,
372414,Smooth Oreo Southland,Miscellaneous demersal fishes,Pseudocyttus maculatus,
372454,Smooth oreo West end of Chatham Rise,Miscellaneous demersal fishes,Pseudocyttus maculatus,
372579,Tarakihi New Zealand,Miscellaneous demersal fishes,Nemadactylus macropterus,
372705,Striped marlin North Pacific,"Tunas, bonitos, billfishes",Kajikia audax,
372766,Arrowtooth flounder Pacific Coast,"Flounders, halibuts, soles",Reinhardtius stomias,
372829,Blackgill rockfish  Pacific Coast,Miscellaneous demersal fishes,Sebastes melanostomus,
372892,Black rockfish Northern Pacific Coast,Miscellaneous demersal fishes,Sebastes melanops,
372955,Black rockfish Southern Pacific Coast,Miscellaneous demersal fishes,Sebastes melanops,
373018,Blue rockfish California,Miscellaneous demersal fishes,Sebastes mystinus,
373081,Cabezon Oregon Coast,Miscellaneous coastal fishes,Scorpaenichthys marmoratus,
373121,Chilipepper Southern Pacific Coast,Miscellaneous demersal fishes,Sebastes goodei,
373184,Canary rockfish Pacific Coast,Miscellaneous demersal fishes,Sebastes pinniger,
373247,Darkblotched rockfish Pacific Coast,Miscellaneous demersal fishes,Sebastes crameri,
373310,English sole Pacific Coast,"Flounders, halibuts, soles",Parophrys vetulus,
373373,Kelp greenling Oregon Coast,Miscellaneous coastal fishes,Hexagrammos decagrammus,
373407,Lingcod Northern Pacific Coast,Miscellaneous coastal fishes,Ophiodon elongatus,
373470,Lingcod Southern Pacific Coast,Miscellaneous coastal fishes,Ophiodon elongatus,
373533,Longnose skate Pacific Coast,"Sharks, rays, chimaeras",Raja rhina,
373596,Longspine thornyhead Pacific Coast,Miscellaneous demersal fishes,Sebastolobus altivelis,
373692,Pacific ocean perch Pacific Coast,Miscellaneous demersal fishes,Sebastes alutus,
373755,Sablefish Pacific Coast,Miscellaneous demersal fishes,Anoplopoma fimbria,
373818,Splitnose Rockfish Pacific Coast,Miscellaneous demersal fishes,Sebastes diploproa,
373881,Spotted spiny dogfish Pacific Coast,"Sharks, rays, chimaeras",Squalus suckleyi,
373944,Shortspine thornyhead Pacific Coast,Miscellaneous demersal fishes,Sebastolobus alascanus,
374007,Widow rockfish Pacific Coast,Miscellaneous demersal fishes,Sebastes entomelas,
374070,Yelloweye rockfish Pacific Coast,Miscellaneous demersal fishes,Sebastes ruberrimus,
374133,Yellowtail rockfish Northern Pacific Coast,Miscellaneous demersal fishes,Sebastes flavidus,
374179,Capelin Iceland,Miscellaneous pelagic fishes,Mallotus villosus,
374544,Black oreo West end of Chatham Rise,Miscellaneous demersal fishes,Allocyttus niger,
374584,Bluenose New Zealand,Miscellaneous demersal fishes,Hyperoglyphe antarctica,
374647,New Zealand snapper New Zealand Area 8,Miscellaneous coastal fishes,Chrysophrys auratus,
374710,Trevally New Zealand Areas TRE 7,Miscellaneous pelagic fishes,Pseudocaranx dentex,
374773,Red rock lobster New Zealand area CRA1,"Lobsters, spiny-rock lobsters",Jasus edwardsii,
374836,Red rock lobster New Zealand area CRA2,"Lobsters, spiny-rock lobsters",Jasus edwardsii,
374899,Red rock lobster New Zealand area CRA3,"Lobsters, spiny-rock lobsters",Jasus edwardsii,
374962,Red rock lobster New Zealand area CRA4,"Lobsters, spiny-rock lobsters",Jasus edwardsii,
375025,Red rock lobster New Zealand area CRA5,"Lobsters, spiny-rock lobsters",Jasus edwardsii,
375088,Red rock lobster New Zealand area CRA7,"Lobsters, spiny-rock lobsters",Jasus edwardsii,
375125,Red rock lobster New Zealand area CRA8,"Lobsters, spiny-rock lobsters",Jasus edwardsii,
375162,common gemfish New Zealand,Miscellaneous demersal fishes,Rexea solandri,
375223,New Zealand ling New Zealand Area LIN 6b,Miscellaneous demersal fishes,Genypterus blacodes,
375256,New Zealand ling New Zealand Area LIN 72,Miscellaneous demersal fishes,Genypterus blacodes,
375297,New Zealand ling New Zealand Area LIN 7WC - WCSI,Miscellaneous demersal fishes,Genypterus blacodes,
375373,New Zealand abalone species New Zealand Area PAU 5B,"Abalones, winkles, conchs",Haliotis iris,
375423,New Zealand abalone species New Zealand Area PAU 5D,"Abalones, winkles, conchs",Haliotis iris,
375472,Bank Rockfish California,Miscellaneous demersal fishes,Sebastes rufus,
375506,Bocaccio Southern Pacific Coast,Miscellaneous demersal fishes,Sebastes paucispinis,
375569,Cabezon Northern California,Miscellaneous coastal fishes,Scorpaenichthys marmoratus,
375632,Cabezon Southern California,Miscellaneous coastal fishes,Scorpaenichthys marmoratus,
375695,Cowcod Southern California,Miscellaneous demersal fishes,Sebastes levis,
375759,Greenstriped rockfish Pacific Coast,Miscellaneous demersal fishes,Sebastes elongatus,
375822,Petrale sole Pacific Coast,"Flounders, halibuts, soles",Eopsetta jordani,
375885,Rock Lobster South Australia Northern Zone,"Lobsters, spiny-rock lobsters",Jasus edwardsii,
375932,Rock Lobster South Australia Southern Zone,"Lobsters, spiny-rock lobsters",Jasus edwardsii,
375980,Snapper Northern Spencer Gulf,Miscellaneous coastal fishes,Chrysophrys auratus,
376010,Snapper Southern Gulf St. Vincent,Miscellaneous coastal fishes,Chrysophrys auratus,
376040,Snapper Southern Spencer Gulf,Miscellaneous coastal fishes,Chrysophrys auratus,
376069,Black Grouper Gulf of Mexico and South Atlantic,Miscellaneous coastal fishes,Mycteroperca bonaci,
376096,Brown shrimp Gulf of Mexico,"Shrimps, prawns",Farfantepenaeus aztecus,
376125,Black sea bass South Atlantic,Miscellaneous coastal fishes,Centropristis striata,
376188,Gag Gulf of Mexico,Miscellaneous coastal fishes,Mycteroperca microlepis,
376238,Greater amberjack Gulf of Mexico,Miscellaneous pelagic fishes,Seriola dumerili,
376265,King mackerel Gulf of Mexico,"Tunas, bonitos, billfishes",Scomberomorus cavalla,
376328,Longfin inshore squid Atlantic Coast,"Squids, cuttlefishes, octopuses",Loligo pealeii,
376378,Pink shrimp Gulf of Mexico,"Shrimps, prawns",Farfantepenaeus duorarum,
376407,Red grouper Gulf of Mexico,Miscellaneous coastal fishes,Epinephelus morio,
